md5	genreid	genre	moduleid	filename
0a782f50e12c86a518c6a57fe88a6689	11	Electronic - Progressive	81789	the_ship.mod
0a7dbcba34c074b7f74980638086d8d2	55	Demo Style	206372	smile.it
0a8032e7abdc2fc220353668f0a3a980	2	Electronic - Ambient	209183	luna197_-_parallels.it
0a8160de33eb200943b833d11ed58201	55	Demo Style	152277	things_from_space.xm
0a81d22831dfcff2ed08583fab8bd959	7	Electronic - Techno	61374	vr_tom.xm
0a82011247d2a6222c8af1478042d32f	53	One Hour Compo	58173	ub-if.it
0a850b5868d0092d37a7f8162a3ba9ac	52	Fantasy	115436	the_need_of_nature.mod
0a85fe1e5e04ce31ffdad3cfbcefda4b	2	Electronic - Ambient	32680	abearcal.xm
0a864ca269fff7e405e9ebe5c8e23eee	1	Electronic (general)	182071	songerson_-_power_of.it
0a8a22051384bef23a095c02d4c0a4ed	39	Electronic - Hardcore	155490	sv_revelations.s3m
0a8bd34334d12ab32e5e76c9e9afc29d	53	One Hour Compo	184853	wvl_ohb-cat.mod
0a9464157780e0b60998f1f97de56c4c	55	Demo Style	73118	pentagonal_dreams.s3m
0a961d469e75e41af71b10e287a32922	54	Chiptune	202007	nice_time.mod
0a96ec2988df956472b83e2ccf9dcb5d	36	Metal (general)	50808	met-litd.it
0a974a7c1629de7834724851161c4dc2	71	Trance (general)	63482	zadays.xm
0a97d12c6a0d5713f0ad66d51d8e49e5	54	Chiptune	65928	strobeampli-chipsetsunset.xm
0a9b7262c7e4bc0cebe38a3cb89f0f0e	100	Electronic - Other	182878	mpxvm_fumix020_ft2.xm
0a9bd51661c31bae4514df89563d3a48	63	Trance - Acid	56099	robric76.xm
0aa15ab3dbf600e0193dcfe3142173f5	14	Rock - Hard	166919	pip-prettybigstench.it
0aa1ba171320a7851ba507306476b1cf	46	Experimental	156791	missing_center.it
0aa8d750875b76ed7c18a357c7e6e392	41	Other	179471	sgs-sl05.mod
0aa9dc25d4e59c16b17ba57c9f5d3ec1	39	Electronic - Hardcore	200943	tempo_-_ei_kantsi_kuunnella.mod
0aaf0fdb4622d30b92c9bcd05246b190	106	Chillout	173050	foodmaninduckland.it
0ab1491beba870e8e20b15a410df40ca	67	Trance - Dream	192536	skuzzy.it
0ab160800920b6662d4f30c38c198665	10	Electronic - House	135874	natural_feel.xm
0ab68fb5da7291ad2359fced5691ef58	36	Metal (general)	199289	hornets_negligence.it
0ab8ed96106615115bdecc5ecafb0e1e	54	Chiptune	170804	meet.xm
0ab9c582839bb7f9d2d0c00c3b7346e9	48	Alternative	191270	melcom-headlock.it
0abca9ff546ac3285bb9556e5145adc3	54	Chiptune	209743	c512w_europapa_ringtone_loop.xm
0abe7dff7f414b1e391325ef7e6983f4	2	Electronic - Ambient	189731	cliplip_stereo2.it
0abfb6ab3488ef27f155966da9ec4a9b	41	Other	170372	mayajewel.it
0abfe22726618030f6073d476f9e4353	55	Demo Style	38713	breatmar.mod
0ac34ac0d45f4c2938fd0bf47946b9a7	48	Alternative	90274	zatafact.mod
0ac4cd427b31b46ba48576320de02e24	106	Chillout	156882	trip_to_home.it
0ac66753a7de7ab141d9c583f6627a11	13	Rock (general)	164743	touch_a_star.xm
0ac8c1899445bc4dd315973d57162d3c	1	Electronic (general)	167100	jogeir_liljedahl_-_addiction.mod
0ac91544053fca4a94e6d68bd0f9ed9c	6	Electronic - Drum &amp; Bass	161361	niobyte-dnb-jazztip-.it
0acc84d69537ed17c0584b6ec3a9bd16	8	Video Game	65247	shang.gameover.mod
0acdb29b776edcab340a7bd015bdec4d	54	Chiptune	155908	zk-linne.it
0ace84db3f5c5fd4b6d36a33a08ce19d	107	Easy Listening	165819	lamb_-_among_the_stars.xm
0ad04408ea4c87df52a4427307f91498	54	Chiptune	150570	_lsd_.xm
0ad51dad990111bbe18f3e614e374bcd	7	Electronic - Techno	59701	techead4.mod
0ad5440cf095349c3190cce69ef4ef90	54	Chiptune	166803	jk_ekopiryna.xm
0ad59d7f5d96211e341ea82dee74832d	53	One Hour Compo	65649	ohck-sha.it
0add4996db66bc18377761a015121972	55	Demo Style	61338	vr_suic2.xm
0ae32f3348a7ceabfa849214bac423c9	54	Chiptune	145991	theres_no_meaning_of_life.xm
0ae4a4f94f2fa9a53c820a4601a32103	2	Electronic - Ambient	51949	mirgeppl.xm
0ae8136ad7464fc171913d424a1dba01	13	Rock (general)	163037	rocknroll.xm
0ae9d6c01ec1ce662bc9efe47ef96be9	55	Demo Style	34329	av_trxah.xm
0aea79f84c2b0df27b1443e2105902f5	2	Electronic - Ambient	63308	tm-quiet_aggression.it
0af0fce07761094cb9b28cb080de0b6f	71	Trance (general)	163552	rt_sunre.it
0af28a0b556e6300b5baebd340644f6f	61	Pop - Synth	106742	vitz_-_the_myth_of_sadness_part_2.med
0af2b0bdafb3f86e5425edb06e0e6940	45	Comedy	62914	yonosoy.it
0af2ec069f85daed97021b66926a766e	7	Electronic - Techno	44390	INNER.S3M
0af688a43b617b5caf94d88a96309bbf	36	Metal (general)	187610	marcin_flisak_-_desert_sundown.s3m
0afadfb549efddc421154dd7722459f8	106	Chillout	177440	xerion_-_just_another_sunday_daydream.xm
0afb33ef179dfeb7b126274eef3de245	32	Funk	41407	elctro75.xm
0afd70e188700ff30c5781f694eb622d	55	Demo Style	32556	a0d_agep.xm
0b0380715a9fe1f7a929a99a5f7d201c	32	Funk	36554	db_die.xm
0b0380f072506a09608b5444b6155eeb	8	Video Game	175930	lu9_-_lsr_constructionmode_better.it
0b0831d37e099ac04311e267f8985fb3	56	Ballad	40393	cyborgjeff-ballade.it
0b1081818678e47ca0de88a7424ae7f5	46	Experimental	34098	aslak.xm
0b11dfb802d83af4cd4926a1ff9c163a	14	Rock - Hard	99793	jammin_in_the_wind.mod
0b17717d84acfca54215bafb30cdab4b	53	One Hour Compo	67888	ngz-znwp.xm
0b17912e845c7733d2581cdc1fa1906e	8	Video Game	75907	chuckrock.mod
0b18e898d7f629bf4247e4645b1f5fdd	46	Experimental	201058	itzwaxen_-_some_phaze_effects.xm
0b1c5dc50f54657875b91a04636adaf0	40	Electronic - Gabber	213613	josgabba-kaos.it
0b1e2ce623a4f0fd2bb77a4709c8fd9e	54	Chiptune	47504	karol.xm
0b2069f56d462e9191e2d6f1f3397659	7	Electronic - Techno	43560	friends.xm
0b2167d9ca3d780ee07144cf6e7f9a76	2	Electronic - Ambient	43710	fta.xm
0b226088ec0c6daa1f9aed9eb7cefdfa	7	Electronic - Techno	111855	crossfire.mod
0b2733f8f68f995fd5e4275ad511e324	100	Electronic - Other	132338	transformer.mod
0b275e119511c379d779c5315eb44335	76	Vocal Montage	73471	vocalization.s3m
0b2836ec069856d9598af4b2da78ce15	54	Chiptune	49240	lq_peruna.it
0b28871b4da5bc6333f749edebce52b5	61	Pop - Synth	43493	gh-rtts.xm
0b305e12888e8179affc531d5e9ca7ef	6	Electronic - Drum &amp; Bass	55422	plasma_x.it
0b30d500a4117602ff015d3eec108f72	54	Chiptune	53868	pd-imm4.xm
0b3142924223e4e2da4e079addd9bc17	100	Electronic - Other	182925	dune_-_alterraid.mod
0b33615b65c02bd90487eb7937e185c0	54	Chiptune	61210	wc_confu.xm
0b33e253a4ac75b9da40eb5b44489abe	20	Classical	64272	trilogy3.s3m
0b34d870f9ebe763b237003073a5bdb8	54	Chiptune	50008	nessong2.s3m
0b395a41f80a0e3dcb09b42532eb44ab	9	Electronic - Breakbeat	112232	say_no_4_jazz-step.mod
0b39c30f4729bf357a16d9993abcb54a	7	Electronic - Techno	52882	p5_fawk.it
0b3a2cf3944a79a27fb73ad80bd66f2c	54	Chiptune	54246	pd-wc.xm
0b3fa054f3d8d7da7608614dedad61bc	55	Demo Style	38654	breakmix.mod
0b41dc157cad53799427727fc180cd96	55	Demo Style	155824	truschawa.xm
0b4614d68e4dd64bfe82c6e9a2404c40	61	Pop - Synth	162143	crisis_x.it
0b4619da6ac51d9b3256c858bbe19f39	10	Electronic - House	192271	djsyntax_-_disco_1988.xm
0b46e52f7a5fd0d83ce2f3a7d75d8f19	54	Chiptune	154513	sil_broken-heart.it
0b4abf3de7279397ffb5a4e455cbed4a	54	Chiptune	112524	wc_heatc.xm
0b50b18ff029c45932a4c39b846ca91a	52	Fantasy	41176	ds_tts.xm
0b550fa7db63dd9588226e8eab7e00ba	56	Ballad	48976	NOV1ST.S3M
0b555a0a4c33dd4441adfa4402befb2a	54	Chiptune	52903	mrj_ap02.it
0b58ed597b4f6aebadb763635c0d7579	3	Electronic - Dance	59959	1_djb_sct.xm
0b5d5394372761371b8d3a550ab863c7	61	Pop - Synth	57936	spacedw.xm
0b5e0e0029de5b808453e2d2efde639f	8	Video Game	137007	den_vackra_sovvisan.xm
0b5ea53a99718de518723408fb208461	56	Ballad	97671	once_upon_time_.mod
0b5f3f031d2544be97dd0d9df3c4615c	2	Electronic - Ambient	56006	se-nexus.xm
0b604d01605938f90bd407772281e7ff	56	Ballad	154995	robric191.xm
0b61ef68d085806829a21db664449460	54	Chiptune	38746	brewery.mod
0b64efed3172da70de1a6180601eaaa7	53	One Hour Compo	174183	chill.it
0b6a00a797b151f9dc83ab46ef639339	54	Chiptune	33490	amuse.xm
0b6af24a8764b549b22fd3d0f74ac99d	21	Folk	84654	7_years_in_finland.mod
0b6b67f6d300dcda81cb0cf0d31cf546	2	Electronic - Ambient	47493	lastfare.mod
0b6b7b4e81755110b98752ff7c6d69ff	7	Electronic - Techno	35432	causeway.mod
0b6d9f9a7cee7c67577bcd89d1cfa44d	3	Electronic - Dance	59583	venus.xm
0b6e4b11e43a9e6e889f0b051768aab4	7	Electronic - Techno	58040	UNDERKLF.MOD
0b6efa2cef11865be06eb51c82c650b2	7	Electronic - Techno	51995	nukest_x.s3m
0b6f95c618e8605f3dbe3d7ce340b6ce	67	Trance - Dream	192940	saga_musix_-_jetpack_2_-_going_on.mod
0b716fe186b79a5b979598d1a5df3853	3	Electronic - Dance	161790	tm_soundcreation.xm
0b71bf6e087df1838e7f90a1fb4f9055	60	Electronic - Jungle	198755	tempo_-_missing_in_action.xm
0b723d0aa2caad25d379232f730a4b8e	43	Soundtrack	49075	n-imagin.xm
0b736bb377958283069546adbc298b56	2	Electronic - Ambient	157290	line_of_coherant_thought.it
0b78f22807859840288e5c461d70c819	41	Other	56275	rockyou.mod
0b795767bb9cca114108d43159da5ca5	13	Rock (general)	158188	the_proof.mod
0b795f6700a72d85a3bbaa1955ab3bcc	54	Chiptune	67116	skogen11.mod
0b79898d035ee833eec169598b0c8eba	71	Trance (general)	157487	out_of_space.it
0b7fd1b99f53a4fb02102b95f4cdb4d9	54	Chiptune	212526	tgm-how.xm
0b82f892a82c02b57341aa988edd5912	53	One Hour Compo	154497	doh_hump.it
0b837512b46300c514160f70084ba4aa	8	Video Game	170946	kcestar.s3m
0b837555c5bd5f206b0bbe750931fda0	29	Jazz (general)	50399	nf-daft.xm
0b877e6898076a3d4a62b706afe0fba3	55	Demo Style	65812	robric179.xm
0b8a1301f9c14a3ab0336d4977a17381	54	Chiptune	122449	after-the-rain.mod
0b8c28307f917eda4291f55eb81c4119	7	Electronic - Techno	40033	csh.it
0b8d425de146006ad12e4adba3a1fdcb	53	One Hour Compo	66027	ohck-shr.it
0b903fd5790703e39431b46d5dc7110c	48	Alternative	171822	81590-future.it
0b9428beb45f6d63c83c17a4ba0b5737	48	Alternative	33611	angels_onhigh.xm
0b9a6c9eec5225c87cb760f1134dcbf3	53	One Hour Compo	205916	warlord_-_2011_-_retardos.it
0b9e0d5abc8671b3ca420d3f44c2aa8c	32	Funk	167171	thegroove.xm
0b9e14c0e118303e5e4cf70974f9ebcd	8	Video Game	63537	zaktheme.xm
0ba06ee36039bbae4c070c79afb85bc8	12	Pop (general)	45150	heart.it
0ba0e9a6942c1ddcc6c2b9fc53ea6525	62	Pop - Soft	58281	ubiquity.mod
0ba65f549341d8b5d1903335a62d8441	8	Video Game	173354	jag-02.it
0ba9bc611d75d47dac0f6c166a68027d	54	Chiptune	179029	phekkis-4_weeks_of_hysteria.xm
0baa3857832a72cce8b95e6835493287	7	Electronic - Techno	58939	tboxygen.xm
0baad2660f9d80e260be040de1c26803	3	Electronic - Dance	54796	photon.xm
0bac737c58378a585c05188877ba564b	62	Pop - Soft	161151	ororfls.xm
0bacbd0c536f80dbb73f3d73aee43c00	71	Trance (general)	50727	onivarmx.it
0baeb116715021b874a704f141f883a0	2	Electronic - Ambient	51617	oxygene.xm
0bafe0090632fbed9a97d0e6fb723bc7	46	Experimental	39813	dn-uncha.xm
0bb10dd91e399cd3b7920ba4bfcb6d48	54	Chiptune	179598	zalza_-_superposition_-_serotonin.xm
0bb32de3850930c2bddbbdb008da9a08	36	Metal (general)	39722	bz_rli.it
0bb5a57e7c0244f34e9eeb8df0b4b32e	29	Jazz (general)	161892	muffin_-_jasmine.mod
0bb83584151e8683e4263ba5085ebd3f	54	Chiptune	212922	c512w_-_ihrm2.it
0bb8f8b3bd7b51f2ed3e3f1cc00d3590	7	Electronic - Techno	34552	BADON.S3M
0bbbf4946361cdf2b2462766fed30ff6	100	Electronic - Other	181564	neptune_belt.it
0bbca462b6962d5a56d5f6a074c1be3d	6	Electronic - Drum &amp; Bass	177512	bacter_vs_saga_musix_-_hete_dnb_actie.it
0bbcfaa93e98d50cae4a8b3777b9b460	3	Electronic - Dance	37213	blagoond.it
0bc3a8b5a28a039792092f89279a0fd4	99	Electronic - IDM	186874	n_nonex.mptm
0bc5241b15a1cab4444862e31ec45e3f	52	Fantasy	64599	sm-darkness.it
0bc63bccbb747351e1366f30461b7944	48	Alternative	176505	bass_chase.xm
0bc9e3a57bca0dd8587cc6888d10b763	72	Christmas	48772	lonlychr.xm
0bcf1016ab0814a0a6d4690a85d85424	22	Hip-Hop	184157	lil_pump_-_gucci_gang_lynn_drumm_uk_garage_remix_.mod
0bcf3d80d977e336cf64609beed30620	48	Alternative	213940	theduccinator_-_frozen_planets.mod
0bd20ae5244fa1fbbdfa8af85cc64a8b	61	Pop - Synth	58980	unknownh.s3m
0bd327484238d5791f7be6080183aeb8	13	Rock (general)	54351	reassurance.mod
0bd40311439a3a608fa932741bc71b71	7	Electronic - Techno	158533	i7.it
0bd52db095999baf20d07be3ed9c9785	12	Pop (general)	47072	LOGO4.MOD
0bd74c20f73d5c93813e3f4a17a6ca29	100	Electronic - Other	209615	blue_orian_-_egyptian_cities.it
0bd972444e37e015c05f8a4c4b405a2f	54	Chiptune	54058	pd-pr.xm
0bda6e91ee757d84f37a4567b4461c4a	7	Electronic - Techno	128956	orient_expression.mod
0be2f996b5af0fc41587b058fab5f5e9	10	Electronic - House	43896	funky.mod
0be4281055012a3d0e00a7af6075d112	7	Electronic - Techno	56805	ps19citr.xm
0be5693a3ad33c8ea97ec39f71654cc5	7	Electronic - Techno	43932	funny.xm
0be69956cd84ebc4f9414861737d855e	6	Electronic - Drum &amp; Bass	170234	pirat_-_dive_2_ground_of_at.mod
0be714af4e8bc1e6978e8272b83d1b6a	54	Chiptune	179651	kj_jose_-_dont_implant_malice.it
0be9e375d6ae35025cc4f826bee2f58d	54	Chiptune	143130	garbage_on_titan.xm
0becdb274250f2932c5d007c7af857e1	55	Demo Style	184861	bigjapan-625.mod
0beda41d1de2c9c7865e6aa63059a896	42	World	35005	bajkios.mod
0bf0ed16a3d5b531bf8de6a5e463d424	36	Metal (general)	61862	wcb-empire.it
0bfbfe214139cfef08f7223cf8c3ba3f	52	Fantasy	39993	crystals.669
0bfd2bece2cdcd9f1170ecd85f5e4bdb	56	Ballad	169936	robric241.xm
0bff3a105e35ca34dc639c38d44ec281	45	Comedy	201037	tempo_-_s-danger_megamix.mod
0c0133a21ff141cbdbd37b946e47ae88	53	One Hour Compo	166794	jk_wrongside.xm
0c02c48e565aea07ff3ead7a5adcf457	54	Chiptune	194276	square_quasar_-_december_winds.it
0c07fab885856ec1bc670828a01d4dfc	3	Electronic - Dance	54738	phfiesta.xm
0c0c8241bf17fc5cc4955baa85c4a0fb	53	One Hour Compo	36283	beneath.xm
0c0fb82f036184f5856c98d7dd2fc0f3	2	Electronic - Ambient	38375	boymgirl.xm
0c0ffff902112565a3b9fb38bc48745c	62	Pop - Soft	191832	joseph_tek_fox_-_smb1w-1.s3m
0c10d4f6d1f796b6056d86a8bc506ae6	42	World	44956	japanese.xm
0c12b2ae43d04c3db7db3b741dd8ba3d	47	Spiritual	116268	stm32.mod
0c15ccb3a16d5fcfd6970641423db70b	106	Chillout	149256	f_l_o_o_d.xm
0c199c6d9292f6400216f6b098531f57	46	Experimental	45072	jay41.s3m
0c24c84c6cc1d3fb366bd7150d95ce88	1	Electronic (general)	182104	the_dipper_man_-_sunman.xm
0c2cf9e54c2206e3f366f204e9cfb17d	31	Jazz - Modern	59594	staryigrammofon.s3m
0c2ddd30eefb4336598919dc3368648a	7	Electronic - Techno	154501	hyo-90.it
0c330df2b787101f344e58f44aa401bf	6	Electronic - Drum &amp; Bass	52891	p703.it
0c332ff0fe5fcc1c189d0d36aa0dd236	3	Electronic - Dance	181890	yk_-_space_candy.s3m
0c34e0bbe3bb58469242c839ddf0b2ef	55	Demo Style	200537	acrouzet_-_wishful_thinking.mod
0c364d46b9575618dec19f59a5a04f08	55	Demo Style	183794	aa_eds.xm
0c367d073a3a7b5f218280a44fb444a1	2	Electronic - Ambient	171332	werewolf_-_restless.xm
0c3854e2efd419cb7088283aa0a59111	32	Funk	53099	panic.mod
0c3d6c6c772973219b37298d3875c4e5	60	Electronic - Jungle	43188	get-in.s3m
0c3e4d8ec4fe3caa9a5088aa28eb98d0	2	Electronic - Ambient	58861	00008.it
0c4027dea6ae580db4bc1609d9a2946b	54	Chiptune	146278	josss_is_building.xm
0c403345068fc6e26a451836fcd4c6b3	46	Experimental	44866	jammin.xm
0c42e0c40b3fb21f4f84413632fd9d35	56	Ballad	177801	robric08.mod
0c46b8c54eff41b886a8e962c4262469	54	Chiptune	54113	pd-sb.xm
0c476a4a104332cbe92651053f8007f8	19	Blues	34595	BUSSI.S3M
0c482c75550d85d600bca18428a6a4d7	52	Fantasy	48915	magic.xm
0c49a6fa0502c87705a97d19c827d3ca	54	Chiptune	41769	elysis-remembering.s3m
0c4ca8bd3967495823fa409a6cea905d	61	Pop - Synth	41093	fairdes.mod
0c4dab42c11201b3212f99705e32fe6d	36	Metal (general)	65455	4egypt.it
0c50bfa786ba8c1fc6a370431858067c	63	Trance - Acid	212745	rainbow_sword.it
0c530b9ffe60b4500297d7eae495835b	8	Video Game	190172	joseph_tek_fox_-_wfort1.s3m
0c558ce07ffa705b34d015b13adbcae5	53	One Hour Compo	46988	hyo-compo3.it
0c595216297664456ad536488069b286	54	Chiptune	162389	vibe-ew.it
0c598937c0a08dbe6de2bcee9a82e1fa	54	Chiptune	159476	linde_-_enjoyable.mod
0c5a744e2b01eb0c5fadd254f810bf05	65	Electronic - Rave	153415	2_unlimited_remix.xm
0c5d8f6f653aef627b6cec7f1d3a964c	8	Video Game	170918	rbboard1.s3m
0c60f4fa5c2d3261020f6fead8a0b412	14	Rock - Hard	45441	hendrix.mod
0c67801eefd41c0a63269882f6d3d7f8	2	Electronic - Ambient	209245	luna197_-_spiral.it
0c6887c36e84d849eaf0b18040b83b8c	72	Christmas	183315	yk_-_mnpnnmnpnn.xm
0c6e62777a1b531fd043857a029c56cd	54	Chiptune	201113	spamtron-chrono_tripper.it
0c716e14828ed81a0219ffc60fd88450	100	Electronic - Other	211037	platonist_-_led_by_bears_intothewoods.it
0c731810ff0db5c8dcccbe6b0dc0abc4	41	Other	212006	c512w_-_twt.xm
0c73e7b2a465e24149c8904cd8cb68fa	61	Pop - Synth	125178	assball.mod
0c74e7e375e5a30aa324cce129dcfd1d	54	Chiptune	169342	lightspeed_pursuit.xm
0c77fa3e18db149bef10ba1f0acfde8c	56	Ballad	177899	robric14.mod
0c79526d90f9e45a4705995e96b0e3e5	7	Electronic - Techno	200397	tempo_-_chaos_techno.mod
0c7abc33403b2786c8546093207acffb	12	Pop (general)	42202	findyou.it
0c7acb55cc501231afa5fa87762c7899	50	Orchestral	43470	gh-dig.xm
0c7b983861e38de9aeec490af5a6c579	56	Ballad	34760	b_rough2.xm
0c7bfca48679d86098b5deaa419bb7a6	100	Electronic - Other	208713	psycore.it
0c7cb432386b8fe0df5d063cccfedf22	43	Soundtrack	178496	aceta.mptm
0c7f05c52ad338d9560d0014e9297685	2	Electronic - Ambient	191229	pinch_of_vibes.xm
0c82d7e539dec13dc3e3a219ff252649	52	Fantasy	61154	summers.xm
0c8415ef8c47af8d6658d079faeeb14b	44	New Age	159182	hille_-_tubular_bells.mod
0c84c8247c99dc7220480b3b2b7c458b	7	Electronic - Techno	43018	fo_sky.xm
0c858ec265f9ea5c548ac0c325dd887b	7	Electronic - Techno	52732	PINK.MOD
0c8c5271014fa4b14a1143c39d120ec8	59	Piano	39472	dl-07.it
0c907c70d431c1f1a61a590c61155028	100	Electronic - Other	185302	sacred_genies.it
0c945caab2c6bfe9f18b3e18447efde0	3	Electronic - Dance	43930	gofh.xm
0c94b82efa88b84d3a0fac7cd2215937	50	Orchestral	51264	mg_fryin.xm
0c9509e62f92c4da837da325179c54b6	55	Demo Style	46956	hyo-brch.it
0c973ded3ed0b60de37a2495df0e8434	61	Pop - Synth	56873	psi-ttt.xm
0c9a92478ebd0a36462b7fb009a0b4f1	54	Chiptune	208021	lostla.xm
0c9b7d182af5600cd4476fa98798f68c	8	Video Game	66482	lilly_chip-08.mod
0c9cbd2192677f092e145bc62f9b6ba0	64	Trance - Hard	209128	c20g_-_heatwave.mod
0ca4228be446cb29781e81cbe6d020c9	63	Trance - Acid	185143	modmen_-_acid_modulation.it
0ca442bd4d5ba3480a5f9b2b84a700af	54	Chiptune	55699	pod01.mod
0ca45ea25c1806c235a5509f52e5a977	19	Blues	102981	blackmissisipi.mod
0ca92ecb5887ea88ccea676ac5c1d610	46	Experimental	179892	sgs-in01.mod
0cac3c05dbf71aaba4a898dfae2e4e23	10	Electronic - House	40604	e-u_eah8.it
0cad826e403b31387dcee6e11a0aacd0	6	Electronic - Drum &amp; Bass	177711	jk_anisotropy.mod
0cb20424172f6b581278cff24fa9d648	100	Electronic - Other	187978	central_tanis.it
0cb40501be123737e303cee6bae9913d	55	Demo Style	207556	rm-mtm.mtm
0cbbe44017a78587cdfc912911181972	60	Electronic - Jungle	199896	ivalicebreaks.mod
0cbeb55283f5f0344e10bc36e4846bb4	3	Electronic - Dance	134725	life_on_the_streets.xm
0cc3ad6fcd510624028c2a80a9cfb2fe	61	Pop - Synth	180284	worthit.it
0cc5f51d8851489c3642fac3fc4d323e	1	Electronic (general)	82794	switchback.mod
0cc86cee5031a3f3af9524b47709686d	52	Fantasy	43242	gff_brea.it
0cc946e1d18651586ea31416547f0b97	54	Chiptune	67606	radix-linda_world.xm
0ccb3091f2379e6277c7f1433e94969d	1	Electronic (general)	65602	y3k_tops.xm
0ccb6abe59eba76143467bcb11ac7558	6	Electronic - Drum &amp; Bass	82546	the_white_thing.mod
0cccbc92e087c92672acfcf3b7c9e768	7	Electronic - Techno	192937	saga_musix_-_jetpack_2_-_step_into_the_cave.mod
0ccda3819d074be2bdf0dc69a5cd295d	13	Rock (general)	44302	guitarod.xm
0cd5b584a06a8a6d3c61f56acb50e64a	36	Metal (general)	58525	ultimate3.xm
0cd61343271ecf0c18ecb2c2c571e727	54	Chiptune	210455	c512w_-_hkd.xm
0cd9201a5335e53363caa51fdb3c6c85	55	Demo Style	110918	level03.mod
0cda6a96c6ffe9a160630ecff32293a3	21	Folk	64795	robric288.xm
0cdb19126caebdb89850df25ac69016c	53	One Hour Compo	40818	drq-road.it
0ce22ff31057d89f08d9faf0e0ba650a	65	Electronic - Rave	34638	b.it
0ce26de5b19e8b7abfc14409738c833e	7	Electronic - Techno	54474	s-j_syne.it
0ce51c9532fbe399bcde77e2a56e9170	54	Chiptune	174657	saga_musix_vs_ko0x_-_candy.it
0ce99e48dad993ba001d5e413d412471	14	Rock - Hard	157524	high_blood_pressure.xm
0cead0e7136aa00e31e6fbe7fb4305eb	14	Rock - Hard	137297	perry_mason.xm
0ced1021e973ee684b422ad6e4802cc3	2	Electronic - Ambient	50051	obsolesc.xm
0cee6911562d7d6118096c3531af5636	53	One Hour Compo	46976	hyo-compo18.it
0cf2b8d4009493d3273af5381cc19ac7	2	Electronic - Ambient	213470	fantasy4.mod
0cf3978a00f3344bb6df9ddfbeb863e8	71	Trance (general)	51004	nitro9.xm
0cf6632ed2715c10b89d99611ef13322	13	Rock (general)	32591	a_hero_death.it
0cff5710184b6709861f4a8ce5f64640	85	Trance - Progressive	191978	asikwp_-_am_i_dancing.mptm
0cfffda0dc3980a0b340ea728d387cb6	7	Electronic - Techno	40695	earthmor.it
0d005762cc89ec21fa243c45e4529482	13	Rock (general)	59314	starchld.xm
0d062f44b973a28fef4d44a849ba4f1d	55	Demo Style	188865	songerson_-_dog2.mod
0d064dfb721e932d34ac265460292104	7	Electronic - Techno	34711	b_i_m.xm
0d06d9f2b27ba26e4d5eeba312b71d15	43	Soundtrack	36042	dannyelf.mod
0d0780badfeeb988602de0b5eac4995c	2	Electronic - Ambient	196353	dannyphtm__-_no_limits.it
0d08cbc0991bdc80f9030678b0492d02	12	Pop (general)	58319	uc-fah.xm
0d0b9fe9ac55188749448c545c123ac2	2	Electronic - Ambient	55432	sb-radisol.it
0d0bda13cc0820f5685e479432e81c32	27	Reggae	144357	uncle_willy.xm
0d0f520abce0d0667363dadb495c4811	13	Rock (general)	187585	underwater_ruins.it
0d116be565d22315bfa9ee386e800ba6	54	Chiptune	163966	81985-nothing.xm
0d144b6128906878e09d21136e367699	1	Electronic (general)	111399	changing_positions.mod
0d16b92f4f77191746f4ed77f2c2683d	35	Punk	65131	lightbear.it
0d1b8df1ffa8ee133bf3ada8d15f4670	3	Electronic - Dance	50041	mdj_moto.xm
0d1d1a2b044fce980b1c355609c06ca8	60	Electronic - Jungle	200490	every-body-in.mptm
0d1d66fe2e71242af3a4c86e1333145b	1	Electronic (general)	138156	primitive_trigger.xm
0d1e0f35f6b5fe437f57fcf324f1c0ae	55	Demo Style	115339	you_must_learn.mod
0d20ff43eecd4d855dbd823460db6fd2	3	Electronic - Dance	44587	hang0wer.it
0d2106ec82889625a491ffa5826055df	54	Chiptune	92832	new_inspiration.mod
0d237781fd12834be75bb01d44dbdd7f	54	Chiptune	171099	jk_scissorbrain.xm
0d24c01af630f87ccaa4e9921f4e63c9	54	Chiptune	133619	ko0x_-_illumination.it
0d259b44b3979386d57cebf7831ad1e6	62	Pop - Soft	180631	robric332.xm
0d277db1f408e9e8e4ddec20583cfed8	56	Ballad	48420	kw-behav.xm
0d2bd336eaad175b540decf08f666473	22	Hip-Hop	168856	pirojok.it
0d2d706d8196853bb83401fec2032775	46	Experimental	49405	manx.mod
0d2d8cd69e6a5b36de394154daaaa0f0	54	Chiptune	52630	mrass.xm
0d3374c44f114d3a4a7f0cbf3623fbfb	66	Trance - Goa	207228	fuzion_mixer_-_tribal_instinct.it
0d36b2c9c53b8eb1ee12d3c2896bce26	54	Chiptune	180606	mmm-ahx-remix-fast.ahx
0d38d47a714115d67a6894fe5db1fd0c	30	Jazz - Acid	56741	shades.s3m
0d39e520332acd48ebd3099a9210f590	6	Electronic - Drum &amp; Bass	107162	before_another_pien.mod
0d3a3bca121233997094c8367f2a21bc	54	Chiptune	133521	zovik-carls_theme.xm
0d3bec12310927cea1077b4ef943838d	7	Electronic - Techno	35735	dabass.mod
0d3bef757a9b188bc42f7e9bce696e4d	2	Electronic - Ambient	71224	k.s3m
0d3c86c129c67fd2c03090bdbe2ee2e5	100	Electronic - Other	211616	abylon.it
0d418e9abff65a4441ee31cdf4781029	55	Demo Style	56614	progtcn1.xm
